id,originalValue,adoptedValue,disposition,action,applicableSystems,modelOrComponent,unit,scope,direction,precision,density,conditions,source,auditDate,sourceAsOf,conclusion
"cmp.rubin.scaleout-switch:specs.roles","scale-out：Quantum-X800 InfiniBand 或 Spectrum-X 以太网","scale-out：Quantum-X800 InfiniBand 或 Spectrum-X 以太网","reviewed","retained","[""sys.vera-rubin-nvl72"",""sys.groq3-lpx""]","Spectrum-X 以太网 / Quantum-X800 InfiniBand 交换层","null","Spectrum-X 以太网 / Quantum-X800 InfiniBand 交换层 / roles；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","⚠️ 官方规格表脚注 1：「Preliminary information. All values are up to and subject to change.」（预发布口径，不是量产验收值）","{""id"":""src.nvidia-vera-rubin-page"",""url"":""https://www.nvidia.com/en-us/data-center/vera-rubin-nvl72/"",""localFile"":null,""locator"":""概览段，「It scales up intelligence in a rack-scale platform with the NVIDIA NVLink 6 switch and scales out with NVIDIA Quantum-X800 InfiniBand and Spectrum-X Ethernet.」""}","2026-09-12","2026-08","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.rubin.scaleout-switch:specs.ethernetGeneration","Spectrum-6（200G SerDes + 共封装光学）","Spectrum-6（200G SerDes + 共封装光学）","reviewed","retained","[""sys.vera-rubin-nvl72"",""sys.groq3-lpx""]","Spectrum-X 以太网 / Quantum-X800 InfiniBand 交换层","null","Spectrum-X 以太网 / Quantum-X800 InfiniBand 交换层 / ethernetGeneration；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.nvidia-rubin-press"",""url"":""https://nvidianews.nvidia.com/news/rubin-platform-ai-supercomputer"",""localFile"":null,""locator"":""Next-Generation Ethernet Networking 节，「NVIDIA Spectrum-6 Ethernet… enabled by 200G SerDes communication circuitry, co-packaged optics and AI-optimized fabrics」""}","2026-09-12","2026-01","已按所列官方位置核验并采纳；限定条件随值展示。"
"cmp.rubin.scaleout-switch:specs.ports","null","null","not-found","retained","[""sys.vera-rubin-nvl72"",""sys.groq3-lpx""]","Spectrum-X 以太网 / Quantum-X800 InfiniBand 交换层","端口","Spectrum-X 以太网 / Quantum-X800 InfiniBand 交换层 / ports；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","NVIDIA 未公布 Vera Rubin scale-out 交换机的端口数。","{""id"":""src.nvidia-vera-rubin-page"",""url"":""https://www.nvidia.com/en-us/data-center/vera-rubin-nvl72/"",""localFile"":null,""locator"":null}","2026-09-12","2026-08","截至 2026-09-12，所查官方资料仍未提供可采纳的适用值；不能据此断言从未公开。 NVIDIA 未公布 Vera Rubin scale-out 交换机的端口数。"
"cmp.rubin.scaleout-switch:specs.portSpeedGbs","null","null","not-found","retained","[""sys.vera-rubin-nvl72"",""sys.groq3-lpx""]","Spectrum-X 以太网 / Quantum-X800 InfiniBand 交换层","Gb/s","Spectrum-X 以太网 / Quantum-X800 InfiniBand 交换层 / portSpeedGbs；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","NVIDIA 未公布该交换层的单端口速率。","{""id"":""src.nvidia-vera-rubin-page"",""url"":""https://www.nvidia.com/en-us/data-center/vera-rubin-nvl72/"",""localFile"":null,""locator"":null}","2026-09-12","2026-08","截至 2026-09-12，所查官方资料仍未提供可采纳的适用值；不能据此断言从未公开。 NVIDIA 未公布该交换层的单端口速率。"
"cmp.rubin.scaleout-switch:specs.switchesPerRack","null","null","deployment-dependent","retained","[""sys.vera-rubin-nvl72"",""sys.groq3-lpx""]","Spectrum-X 以太网 / Quantum-X800 InfiniBand 交换层","台","Spectrum-X 以太网 / Quantum-X800 InfiniBand 交换层 / switchesPerRack；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","尚无 Vera Rubin 专属参考架构，交换机台数需按实际规模设计。","{""id"":""src.nvidia-vera-rubin-page"",""url"":""https://www.nvidia.com/en-us/data-center/vera-rubin-nvl72/"",""localFile"":null,""locator"":null}","2026-09-12","2026-08","需要 OEM 型号、机房条件或部署拓扑才能确定；没有适用于所有系统的通用值。 尚无 Vera Rubin 专属参考架构，交换机台数需按实际规模设计。"
"cmp.rubin-ultra.gpu:specs.packageConfiguration","2 × reticle 尺寸 GPU die + 1 × NVLink I/O die","2 × reticle 尺寸 GPU die + 1 × NVLink I/O die","non-spec","retained","[""sys.rubin-ultra-nvl576""]","Rubin Ultra GPU（预测规格）","null","Rubin Ultra GPU（预测规格） / packageConfiguration；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","对照 Rubin 封装为「2 × reticle GPU die + 1 × C2C I/O die + 1 × NVLink I/O die」——Rubin Ultra 少了 C2C I/O die。","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.3 表①，Logic Die Configuration（Rubin Ultra 列）""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.gpu:specs.memoryPerPackageGB","192","192","non-spec","retained","[""sys.rubin-ultra-nvl576""]","Rubin Ultra GPU（预测规格）","GB","Rubin Ultra GPU（预测规格） / memoryPerPackageGB；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","⚠️ 冲突留痕：该值**低于**同表 Rubin 的 288 GB HBM4，且写的是 HBM4 而非市场常说的 HBM4e。已按原表逐字核对（1200 dpi 放大），本项目不做「修正」。","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.3 表①，Memory (per Package) =「192GB HBM4」""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.gpu:specs.hbmStacks","8","8","non-spec","retained","[""sys.rubin-ultra-nvl576""]","Rubin Ultra GPU（预测规格）","个","Rubin Ultra GPU（预测规格） / hbmStacks；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.3 表①，HBM Stacks = 8""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.gpu:specs.memoryBandwidthTBs","21","21","non-spec","retained","[""sys.rubin-ultra-nvl576""]","Rubin Ultra GPU（预测规格）","TB/s","Rubin Ultra GPU（预测规格） / memoryBandwidthTBs；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.3 表①，Memory Bandwidth = 21TB/s""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.gpu:specs.fp4DensePflopsPerPackage","35","35","non-spec","retained","[""sys.rubin-ultra-nvl576""]","Rubin Ultra GPU（预测规格）","PFLOPS","Rubin Ultra GPU（预测规格） / fp4DensePflopsPerPackage；适用范围见限定条件与来源位置","not specified / not applicable","FP4","dense","⚠️ 分析师表格数字，**不进 mathSpecs、不进产能估算**。与同表 Rubin 的 35 相同。","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.3 表①，FP4 PFLOPs - Dense (per Package) = 35""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.gpu:specs.fp8DensePflopsPerPackage","17.5","17.5","non-spec","retained","[""sys.rubin-ultra-nvl576""]","Rubin Ultra GPU（预测规格）","PFLOPS","Rubin Ultra GPU（预测规格） / fp8DensePflopsPerPackage；适用范围见限定条件与来源位置","not specified / not applicable","FP8","dense","⚠️ 同上，不进产能估算。","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.3 表①，FP8 PFLOPs - Dense (per Package) = 17.5""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.gpu:specs.tdpW","1,800 / 2,600","1,800 / 2,600","non-spec","retained","[""sys.rubin-ultra-nvl576""]","Rubin Ultra GPU（预测规格）","W","Rubin Ultra GPU（预测规格） / tdpW；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","p.4 正文：「支持单颗 Rubin Ultra GPU 最高 2.6 kW，尽管我们认为主流将是 1.8 kW」——后半句是分析师判断。","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.3 表①，GPU TDP (W) = 1,800/2,600""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.gpu:specs.mainstreamTdpKW","1.8","1.8","non-spec","retained","[""sys.rubin-ultra-nvl576""]","Rubin Ultra GPU（预测规格）","kW","Rubin Ultra GPU（预测规格） / mainstreamTdpKW；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","文中明确的分析师预期（非事实陈述）。","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.4：「尽管我们认为主流将是 1.8KW」""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.gpu:specs.foundryNode","N3P (3NP)","N3P (3NP)","non-spec","retained","[""sys.rubin-ultra-nvl576""]","Rubin Ultra GPU（预测规格）","null","Rubin Ultra GPU（预测规格） / foundryNode；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.3 表①，Foundry Node = N3P (3NP)""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.gpu:specs.packaging","CoWoS-L","CoWoS-L","non-spec","retained","[""sys.rubin-ultra-nvl576""]","Rubin Ultra GPU（预测规格）","null","Rubin Ultra GPU（预测规格） / packaging；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.3 表①，Packaging = CoWoS-L""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.gpu:specs.serdesSpeed","224G Bi-di","224G Bi-di","non-spec","retained","[""sys.rubin-ultra-nvl576""]","Rubin Ultra GPU（预测规格）","null","Rubin Ultra GPU（预测规格） / serdesSpeed；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.3 表①，SerDes speed (Gb/s uni-di) = 224G Bi-di""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.hbm4:specs.totalPerPackageGB","192","192","non-spec","retained","[""sys.rubin-ultra-nvl576""]","Rubin Ultra HBM 堆栈（预测规格）","GB","Rubin Ultra HBM 堆栈（预测规格） / totalPerPackageGB；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.3 表①，Memory (per Package) =「192GB HBM4」""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.hbm4:specs.stacksPerGpu","8","8","non-spec","retained","[""sys.rubin-ultra-nvl576""]","Rubin Ultra HBM 堆栈（预测规格）","个","Rubin Ultra HBM 堆栈（预测规格） / stacksPerGpu；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.3 表①，HBM Stacks = 8""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.hbm4:specs.bandwidthPerPackageTBs","21","21","non-spec","retained","[""sys.rubin-ultra-nvl576""]","Rubin Ultra HBM 堆栈（预测规格）","TB/s","Rubin Ultra HBM 堆栈（预测规格） / bandwidthPerPackageTBs；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.3 表①，Memory Bandwidth = 21TB/s""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.hbm4:specs.generation","HBM4","HBM4","non-spec","retained","[""sys.rubin-ultra-nvl576""]","Rubin Ultra HBM 堆栈（预测规格）","null","Rubin Ultra HBM 堆栈（预测规格） / generation；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","⚠️ 原表写 HBM4（不是 HBM4e）；全文未出现「HBM4e」字样。","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.3 表①，Memory (per Package) =「192GB HBM4」""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.compute-tray:specs.gpusPerTray","4","4","non-spec","retained","[""sys.rubin-ultra-nvl576""]","Rubin Ultra 计算托架（1U，预测）","张","Rubin Ultra 计算托架（1U，预测） / gpusPerTray；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.4 机架立面图内文，「1U Compute Tray (2 Vera CPU, 4 Rubin Ultra GPU)」（图中重复 18 处）""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.compute-tray:specs.cpusPerTray","2","2","non-spec","retained","[""sys.rubin-ultra-nvl576""]","Rubin Ultra 计算托架（1U，预测）","颗","Rubin Ultra 计算托架（1U，预测） / cpusPerTray；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.4 机架立面图内文，「1U Compute Tray (2 Vera CPU, 4 Rubin Ultra GPU)」""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.compute-tray:specs.trayHeightU","1","1","non-spec","retained","[""sys.rubin-ultra-nvl576""]","Rubin Ultra 计算托架（1U，预测）","U","Rubin Ultra 计算托架（1U，预测） / trayHeightU；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.4 立面图，计算托架标注为 1U（底部 U8–16、顶部 U30.5–38.5）""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.compute-tray:specs.hpmPcbLayers","26 层 → 30 层（材料不变）","26 层 → 30 层（材料不变）","non-spec","retained","[""sys.rubin-ultra-nvl576""]","Rubin Ultra 计算托架（1U，预测）","null","Rubin Ultra 计算托架（1U，预测） / hpmPcbLayers；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","文中写作「我们观察到」，属分析师观察而非官方规格。","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.4 / p.10：「我们观察到的 Tachyon HPM 板 PCB 层数从 26 层增加到 30 层」「增加 4 层，但材料保持不变」""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.compute-tray:specs.socammPlacement","LPDDR5X SOCAMM 放置于 HPM 板背面","LPDDR5X SOCAMM 放置于 HPM 板背面","non-spec","retained","[""sys.rubin-ultra-nvl576""]","Rubin Ultra 计算托架（1U，预测）","null","Rubin Ultra 计算托架（1U，预测） / socammPlacement；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.4：LPDDR5X SOCAMM 将放置在 HPM 背面，而非 HPM 板正面""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.compute-tray:specs.trayPowerW","null","null","not-found","retained","[""sys.rubin-ultra-nvl576""]","Rubin Ultra 计算托架（1U，预测）","W","Rubin Ultra 计算托架（1U，预测） / trayPowerW；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","该 SemiAnalysis 文章未涉及此项，本项目不从其他代际推测。（文中只给出电源架规格，未给单托架功耗。）","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":null}","2026-09-12","2026-08","截至 2026-09-12，所查官方资料仍未提供可采纳的适用值；不能据此断言从未公开。 该 SemiAnalysis 文章未涉及此项，本项目不从其他代际推测。（文中只给出电源架规格，未给单托架功耗。）"
"cmp.rubin-ultra.nvswitch-tray:specs.codename","Portia","Portia","non-spec","retained","[""sys.rubin-ultra-nvl576""]","NVSwitch 7 交换托架（Portia，0.75U，预测）","null","NVSwitch 7 交换托架（Portia，0.75U，预测） / codename；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.5 / p.10：NVLink Switch 托盘代号 Portia""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.nvswitch-tray:specs.asicsPerTray","4","4","non-spec","retained","[""sys.rubin-ultra-nvl576""]","NVSwitch 7 交换托架（Portia，0.75U，预测）","颗","NVSwitch 7 交换托架（Portia，0.75U，预测） / asicsPerTray；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","不可扩展版（NVL72 形态）为每托盘 2 颗、每机架 36 颗（p.6）。","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.10：可扩展版本每托盘 NVLink Switch ASIC 数量翻倍至 4 个，每机架 72 个；p.4 立面图标注「0.75U Expandable NVSwitch7 Tray (4 NVSwitch7)」""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.nvswitch-tray:specs.traysPerRack","18","18","non-spec","retained","[""sys.rubin-ultra-nvl576""]","NVSwitch 7 交换托架（Portia，0.75U，预测）","个","NVSwitch 7 交换托架（Portia，0.75U，预测） / traysPerRack；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.5：NVLink Switch 托架数量翻倍至每机架 18 个""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.nvswitch-tray:specs.trayHeightU","0.75","0.75","non-spec","retained","[""sys.rubin-ultra-nvl576""]","NVSwitch 7 交换托架（Portia，0.75U，预测）","U","NVSwitch 7 交换托架（Portia，0.75U，预测） / trayHeightU；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.5：单托架高度缩减至 0.75U；p.4 立面图 U16.75–29.50 按 0.75 步进排布""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.nvswitch-tray:specs.asicsPerRack","72","72","non-spec","retained","[""sys.rubin-ultra-nvl576""]","NVSwitch 7 交换托架（Portia，0.75U，预测）","颗","NVSwitch 7 交换托架（Portia，0.75U，预测） / asicsPerRack；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.10：可扩展版本每机架 72 个 NVLink Switch ASIC（目的是提高总带宽以支持跨机架连接）""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.nvswitch-tray:specs.opticsVariants","NPO（模块插槽式）与 CPO（每颗 ASIC 4 个不可更换光引擎）两个版本在研","NPO（模块插槽式）与 CPO（每颗 ASIC 4 个不可更换光引擎）两个版本在研","non-spec","retained","[""sys.rubin-ultra-nvl576""]","NVSwitch 7 交换托架（Portia，0.75U，预测）","null","NVSwitch 7 交换托架（Portia，0.75U，预测） / opticsVariants；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.5 / p.10；NPO 版俯视图见 p.7–p.8，CPO 版见 p.9–p.10（CPO 版另有 External Laser Source Module）""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.nvswitch-tray:specs.firstToMarket","NPO 版本预计率先投入市场","NPO 版本预计率先投入市场","non-spec","retained","[""sys.rubin-ultra-nvl576""]","NVSwitch 7 交换托架（Portia，0.75U，预测）","null","NVSwitch 7 交换托架（Portia，0.75U，预测） / firstToMarket；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.5（原文以黄色高亮 + 下划线标出）：「我们认为，考虑到 NPO 相比 CPO 更为成熟的封装形态，NPO 将是率先投入市场的版本」""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.nvswitch-tray:specs.trayFrontElements","8 个 NVLink 连接器 + 1 个母排连接器 + 冷/热水进出口 + 内部歧管 + 系统管理模块（5×RJ45）","8 个 NVLink 连接器 + 1 个母排连接器 + 冷/热水进出口 + 内部歧管 + 系统管理模块（5×RJ45）","non-spec","retained","[""sys.rubin-ultra-nvl576""]","NVSwitch 7 交换托架（Portia，0.75U，预测）","null","NVSwitch 7 交换托架（Portia，0.75U，预测） / trayFrontElements；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","⚠️ 原图把连接器标为「NVLink6 Connector」，而芯片标为「NVLink 7 Switch」，疑为沿用旧标签。","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.7–p.8 NPO 版托架俯视图；p.6 为 NVL72 版同类图""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.nvswitch-tray:specs.networkOs","null","null","not-found","retained","[""sys.rubin-ultra-nvl576""]","NVSwitch 7 交换托架（Portia，0.75U，预测）","null","NVSwitch 7 交换托架（Portia，0.75U，预测） / networkOs；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","该 SemiAnalysis 文章未涉及此项，本项目不从其他代际推测。","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":null}","2026-09-12","2026-08","截至 2026-09-12，所查官方资料仍未提供可采纳的适用值；不能据此断言从未公开。 该 SemiAnalysis 文章未涉及此项，本项目不从其他代际推测。"
"cmp.rubin-ultra.nvswitch7:specs.generation","NVLink 7 Switch","NVLink 7 Switch","non-spec","retained","[""sys.rubin-ultra-nvl576""]","NVLink 7 交换芯片（预测）","null","NVLink 7 交换芯片（预测） / generation；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.3 表②，NVLink Switch Generation = NVLink 7 Switch""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.nvswitch7:specs.aggregateBandwidthGBs","3600","3600","non-spec","retained","[""sys.rubin-ultra-nvl576""]","NVLink 7 交换芯片（预测）","GB/s","NVLink 7 交换芯片（预测） / aggregateBandwidthGBs；适用范围见限定条件与来源位置","unidirectional","not applicable / unspecified","not applicable / unspecified","单向口径。同表 NVLink 5 / NVLink 6 Switch 也是 3,600——单芯片带宽未变。","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.3 表②，Switch Aggregate BW (GB/s uni-di) = 3,600""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
"cmp.rubin-ultra.nvswitch7:specs.laneSpeed","400G（200G PAM4，同时双向）","400G（200G PAM4，同时双向）","non-spec","retained","[""sys.rubin-ultra-nvl576""]","NVLink 7 交换芯片（预测）","null","NVLink 7 交换芯片（预测） / laneSpeed；适用范围见限定条件与来源位置","not specified / not applicable","not applicable / unspecified","not applicable / unspecified","","{""id"":""src.semianalysis-nvl576"",""url"":null,""localFile"":""sources/Rubin Ultra NVL576 架构：快速概览.pdf"",""locator"":""p.3 表②，Lane Speed (Gb/s uni-di) =「400G (200G PAM4 Simultanous Bidi)」""}","2026-09-12","2026-08","保留厂商宣称、第三方推测或教学观点及证据标签，不作为官方硬件数学输入。"
